wbakb4c5xcc576244,2012,BMW,7 Series,740Li,Sedan,automatic,ca,36.0,18602.0,white,gray,financial services remarketing (lease),43200.0,42000.0,2015-01-15 12:30:00+00:00
wbsdx9c50ce784530,2012,BMW,M3,Base,Convertible,automatic,ca,35.0,25240.0,black,black,financial services remarketing (lease),42000.0,42500.0,2014-12-18 20:30:00+00:00
wbafr9c5xcdv58413,2012,BMW,5 Series,550i,Sedan,automatic,ca,47.0,38066.0,black,black,financial services remarketing (lease),40200.0,42500.0,2014-12-18 20:30:00+00:00
wbalz3c58cdl71784,2012,BMW,6 Series,650i,Convertible,automatic,ca,4.0,28606.0,gray,black,financial services remarketing (lease),48600.0,49500.0,2014-12-18 20:30:00+00:00
wbakb8c56cc964045,2012,bmw,750li,750li,NaN,automatic,ca,49.0,17647.0,gray,black,financial services remarketing (lease),49000.0,49000.0,2014-12-18 20:30:00+00:00
wbalw7c56cc618502,2012,BMW,6 Series,640i,Convertible,automatic,ca,48.0,43505.0,gray,black,financial services remarketing (lease),43000.0,44500.0,2014-12-18 20:30:00+00:00
wbalz5c56cc619497,2012,BMW,6 Series,650i xDrive,Convertible,automatic,ca,33.0,32289.0,gray,black,financial services remarketing (lease),47000.0,48000.0,2014-12-18 20:30:00+00:00
wbalz3c55cdl70821,2012,BMW,6 Series,650i,Convertible,automatic,ca,44.0,53404.0,white,—,financial services remarketing (lease),43500.0,43500.0,2014-12-18 20:30:00+00:00
wbalz3c54cdl72186,2012,BMW,6 Series,650i,Convertible,automatic,ca,45.0,21262.0,white,—,financial services remarketing (lease),50400.0,52250.0,2014-12-18 20:30:00+00:00
wbaka8c51ccy37982,2012,bmw,750i,750i,NaN,automatic,ca,4.0,40183.0,gray,blue,financial services remarketing (lease),34000.0,35500.0,2014-12-18 20:30:00+00:00
wbaun1c57cvr00222,2012,BMW,1 Series,128i,Convertible,automatic,ca,35.0,24380.0,black,black,financial services remarketing (lease),24100.0,35500.0,2014-12-18 20:30:00+00:00
wbsdx9c56ce784810,2012,BMW,M3,Base,Convertible,automatic,ca,47.0,20850.0,—,black,financial services remarketing (lease),42800.0,43500.0,2014-12-18 20:30:00+00:00
wbalz3c54cdl72740,2012,BMW,6 Series,650i,Convertible,automatic,ca,44.0,25060.0,white,—,financial services remarketing (lease),49400.0,51500.0,2014-12-18 20:30:00+00:00
wbalz3c52cdl70551,2012,BMW,6 Series,650i,Convertible,automatic,ca,49.0,11868.0,gray,—,financial services remarketing (lease),49200.0,47000.0,2015-02-12 12:30:00+00:00
wbalz3c58cdl70649,2012,BMW,6 Series,650i,Convertible,automatic,ca,36.0,35458.0,black,black,financial services remarketing (lease),45100.0,44250.0,2015-01-29 12:30:00+00:00
wbsdx9c5xce784602,2012,BMW,M3,Base,Convertible,automatic,ca,42.0,35920.0,silver,black,high bid trading co inc,40000.0,41000.0,2014-12-18 20:00:00+00:00
wbakb4c55cc576684,2012,BMW,7 Series,740Li,Sedan,automatic,ca,44.0,30313.0,black,gray,financial services remarketing (lease),40500.0,40000.0,2014-12-18 20:30:00+00:00
wbakb8c50cc964249,2012,NaN,NaN,NaN,NaN,automatic,ca,4.0,33155.0,gray,gray,financial services remarketing (lease),46100.0,45500.0,2015-01-15 12:30:00+00:00
wbalz3c53cdl72437,2012,BMW,6 Series,650i,Convertible,NaN,ca,46.0,42686.0,gray,black,financial services remarketing (lease),43300.0,41100.0,2015-01-29 12:30:00+00:00
wbakb8c58cc965083,2012,bmw,750li,750li,NaN,automatic,ca,46.0,30917.0,gray,gray,financial services remarketing (lease),45200.0,46000.0,2014-12-18 20:30:00+00:00
wbalz3c53cdl72602,2012,BMW,6 Series,650i,Convertible,automatic,ca,49.0,26704.0,silver,tan,financial services remarketing (lease),48700.0,49250.0,2015-01-15 12:30:00+00:00
wbafr7c58cc808323,2012,BMW,5 Series,535i,Sedan,automatic,ca,46.0,41539.0,white,black,financial services remarketing (lease),32800.0,36750.0,2014-12-18 20:30:00+00:00
wbalz3c58cdl73387,2012,BMW,6 Series,650i,Convertible,automatic,ca,34.0,44520.0,black,black,financial services remarketing (lease),40900.0,40500.0,2015-02-26 12:30:00+00:00
wbalz3c5xcdl71009,2012,BMW,6 Series,650i,Convertible,automatic,ca,34.0,26807.0,black,—,financial services remarketing (lease),48700.0,47000.0,2015-01-15 12:30:00+00:00
wbalw7c50cc618639,2012,BMW,6 Series,640i,Convertible,automatic,ca,37.0,45540.0,blue,beige,high bid trading co inc,42800.0,40750.0,2014-12-17 20:15:00+00:00
wbalx3c51cc528390,2012,BMW,6 Series,650i,Coupe,automatic,ca,42.0,32341.0,gray,black,financial services remarketing (lease),43200.0,43500.0,2014-12-18 20:30:00+00:00
wbaka4c50cds99049,2012,BMW,7 Series,740i,Sedan,automatic,ca,41.0,17676.0,blue,black,financial services remarketing (lease),38200.0,36500.0,2015-02-12 12:30:00+00:00
wuaauafg1cn002532,2012,Audi,R8,4.2 quattro,Coupe,automatic,ca,39.0,11740.0,gray,black,the hertz corporation,91000.0,91000.0,2015-02-11 12:30:00+00:00
wbakb8c5xcc964159,2012,bmw,750li,750li,NaN,automatic,ca,39.0,29564.0,white,black,financial services remarketing (lease),45600.0,47000.0,2014-12-18 20:30:00+00:00
wbalz3c53cdl70302,2012,BMW,6 Series,650i,Convertible,automatic,ca,34.0,44067.0,black,—,financial services remarketing (lease),43000.0,42250.0,2015-01-29 12:30:00+00:00
wbakb8c53cc963094,2012,bmw,750li,750li,NaN,automatic,ca,47.0,32267.0,blue,gray,financial services remarketing (lease),45700.0,45000.0,2015-01-15 20:30:00+00:00
wbakb8c52cc962471,2012,bmw,750li,750li,NaN,automatic,ca,41.0,53746.0,black,black,financial services remarketing (lease),38800.0,39500.0,2014-12-18 20:30:00+00:00
wbalz3c53cdl73376,2012,BMW,6 Series,650i,Convertible,automatic,ca,37.0,23496.0,white,black,financial services remarketing (lease),49800.0,51250.0,2014-12-18 20:30:00+00:00
wbakb4c58cc576081,2012,BMW,7 Series,740Li,Sedan,automatic,ca,38.0,38006.0,gray,black,financial services remarketing (lease),38700.0,37500.0,2014-12-18 20:30:00+00:00
wbalz3c58cdl72739,2012,BMW,6 Series,650i,Convertible,automatic,ca,43.0,30156.0,white,—,financial services remarketing (lease),48200.0,48500.0,2014-12-18 20:30:00+00:00
wbakb8c51cc965121,2012,bmw,750li,750li,NaN,automatic,ca,34.0,49972.0,white,gray,financial services remarketing (lease),39800.0,40500.0,2014-12-18 20:30:00+00:00
wbalz3c55cdl72357,2012,BMW,6 Series,650i,Convertible,automatic,ca,39.0,26391.0,white,—,financial services remarketing (lease),49100.0,51500.0,2014-12-18 20:30:00+00:00
waucvafr9ca017644,2012,Audi,S5,Premium Plus quattro,Coupe,automatic,ca,37.0,22938.0,black,black,high bid trading co inc,35700.0,36500.0,2014-12-18 20:00:00+00:00
wbakc6c56cc396445,2012,bmw,750i,xdr 750i xdriv,NaN,automatic,ca,47.0,15452.0,beige,gray,financial services remarketing (lease),42800.0,41500.0,2014-12-18 20:30:00+00:00
wbakb8c59cc964427,2012,bmw,750li,750li,NaN,automatic,ca,42.0,43022.0,white,black,financial services remarketing (lease),41800.0,43750.0,2014-12-18 20:30:00+00:00
